"pokemonId","hp","attack","defense","spAttack","spDefense","speed"
"3-n884","70","95","115","120","50","85"
"3-n885","28","60","30","40","30","82"
"3-n886","68","80","50","60","50","102"
"3-n887","88","120","75","100","75","142"
"3-n888","92","130","115","80","115","138"
"3-n888f","92","170","115","80","115","148"
"3-n889","92","130","115","80","115","138"
"3-n889f","92","130","145","80","145","128"
"3-n890","140","85","95","145","95","130"
"3-n890f","255","115","250","125","250","130"
"3-n891","60","90","60","53","50","72"
"3-n892","100","130","100","63","60","97"
"3-n892r","100","130","100","63","60","97"
"3-n893","105","120","105","70","95","105"
"3-n894","80","100","50","100","50","200"
"3-n895","200","100","50","100","50","80"
"3-n896","100","145","130","65","110","30"
"3-n897","100","65","60","145","80","130"
"3-n898","100","80","80","80","80","80"
"3-n898w","100","165","150","85","130","50"
"3-n898b","100","85","80","165","100","150"
