"id","name","type","power1","power2","pp","accuracy","priority","damageType","isDirect","canProtect"
"3-431","トリプルキック","1","10","80","10","90","0","物理","true","true"
"3-432","トロピカルキック","11","70","120","15","100","0","物理","true","true"
"3-433","とんぼがえり","6","70","120","20","100","0","物理","true","true"
"3-434","どくガス","3","-","-","40","90","0","変化","false","true"
"3-435","どくづき","3","80","90","20","100","0","物理","true","true"
"3-436","どくどく","3","-","-","10","90","0","変化","false","true"
"3-437","どくどくのキバ","3","50","75","15","100","0","物理","true","true"
"3-438","どくのこな","3","-","-","35","75","0","変化","false","true"
"3-439","どくばり","3","15","70","35","100","0","物理","false","true"
"3-440","どくびし","3","-","-","20","-","0","変化","false","false"
"3-441","どげざつき","16","80","130","10","-","0","物理","true","true"
"3-442","ドラゴンアロー","15","50","130","10","100","0","物理","false","true"
"3-443","ドラゴンエナジー","15","150","150","5","100","0","特殊","false","true"
"3-444","ドラゴンクロー","15","80","130","15","100","0","物理","true","true"
"3-445","ドラゴンダイブ","15","100","130","10","75","0","物理","true","true"
"3-446","ドラゴンテール","15","60","110","10","90","-6","物理","true","true"
"3-447","ドラゴンハンマー","15","90","130","15","100","0","物理","true","true"
"3-448","ドラムアタック","11","80","130","10","100","0","物理","false","true"
"3-449","ドリルくちばし","2","80","130","20","100","0","物理","true","true"
"3-450","ドリルライナー","4","80","130","10","95","0","物理","true","true"
"3-451","ドレインキッス","17","50","100","10","100","0","特殊","true","true"
"3-452","ドレインパンチ","1","75","90","10","100","0","物理","true","true"
"3-453","どろかけ","4","20","90","10","100","0","特殊","false","true"
"3-454","どろぼう","16","60","110","25","100","0","物理","true","true"
"3-455","ドわすれ","13","-","-","20","-","0","変化","false","false"
"3-456","ないしょばなし","0","-","-","20","-","0","変化","false","false"
"3-457","ナイトバースト","16","85","130","10","95","0","特殊","false","true"
"3-458","ナイトヘッド","7","-","100","15","100","0","特殊","false","true"
"3-459","なかまづくり","0","-","-","15","100","0","変化","false","true"
"3-460","なかよくする","0","-","-","20","-","0","変化","false","false"
"3-461","なきごえ","0","-","-","40","100","0","変化","false","true"
"3-462","なげつける","16","-","100","10","100","0","物理","false","true"
"3-463","なまける","0","-","-","10","-","0","変化","false","false"
"3-464","なみだめ","0","-","-","20","-","0","変化","false","false"
"3-465","なみのり","10","90","130","15","100","0","特殊","false","true"
"3-466","なやみのタネ","11","-","-","10","100","0","変化","false","true"
"3-467","なりきり","13","-","-","10","-","0","変化","false","false"
"3-468","ニードルガード","11","-","-","10","-","4","変化","false","false"
"3-469","にぎりつぶす","0","-","140","5","100","0","物理","true","true"
"3-470","ニトロチャージ","9","50","100","20","100","0","物理","true","true"
"3-471","にどげり","1","30","80","30","100","0","物理","true","true"
"3-472","にほんばれ","9","-","-","5","-","0","変化","false","false"
"3-473","にらみつける","0","-","-","30","100","0","変化","false","true"
"3-474","ねがいごと","0","-","-","10","-","0","変化","false","false"
"3-475","ねこだまし","0","40","90","10","100","3","物理","true","true"
"3-476","ネコにこばん","0","40","90","20","100","0","物理","false","true"
"3-477","ねごと","0","-","-","10","-","0","変化","false","false"
"3-478","ねっさのだいち","4","70","120","10","100","0","特殊","false","true"
"3-479","ねっとう","10","80","130","15","100","0","特殊","false","true"
"3-480","ねっぷう","9","95","130","10","90","0","特殊","false","true"
"3-481","ねばねばネット","6","-","-","20","-","0","変化","false","false"
"3-482","ねむりごな","11","-","-","15","75","0","変化","false","true"
"3-483","ねむる","13","-","-","10","-","0","変化","false","false"
"3-484","ねらいうち","10","80","130","15","100","0","特殊","false","true"
"3-485","ねをはる","11","-","-","20","-","0","変化","false","false"
"3-486","ねんりき","13","50","100","25","100","0","特殊","false","true"
"3-487","のしかかり","0","85","130","15","100","0","物理","true","true"
"3-488","のみこむ","0","-","-","10","-","0","変化","false","false"
"3-489","のろい","7","-","-","10","-","0","変化","false","false"
"3-490","ハードプラント","11","150","150","5","90","0","特殊","false","true"
"3-491","はいすいのじん","1","-","-","5","-","0","変化","false","false"
"3-492","ハイドロカノン","10","150","150","5","90","0","特殊","false","true"
"3-493","ハイドロポンプ","10","110","140","5","80","0","特殊","false","true"
"3-494","ハイパーボイス","0","90","130","10","100","0","特殊","false","true"
"3-495","はいよるいちげき","6","70","120","10","90","0","物理","true","true"
"3-496","はかいこうせん","0","150","150","5","90","0","特殊","false","true"
"3-497","はがねのつばさ","8","70","120","25","90","0","物理","true","true"
"3-498","はきだす","0","-","100","10","100","0","特殊","false","true"
"3-499","ハサミギロチン","0","-","130","5","30","0","物理","true","true"
"3-500","はさむ","0","55","110","30","100","0","物理","true","true"
"3-501","はたきおとす","16","65","120","20","100","0","物理","true","true"
"3-502","はたく","0","40","90","35","100","0","物理","true","true"
"3-503","はっけい","1","60","80","10","100","0","物理","true","true"
"3-504","はっぱカッター","11","55","110","25","95","0","物理","false","true"
"3-505","ハッピータイム","0","-","-","30","-","0","変化","false","false"
"3-506","はどうだん","1","80","90","20","-","0","特殊","false","true"
"3-507","はなびらのまい","11","120","140","10","100","0","特殊","true","true"
"3-508","はなふぶき","11","90","130","15","100","0","物理","false","true"
"3-509","はねやすめ","2","-","-","10","-","0","変化","false","false"
"3-510","はねる","0","-","-","40","-","0","変化","false","false"
"3-511","はめつのねがい","8","140","140","5","100","0","特殊","false","false"
"3-512","はらだいこ","0","-","-","10","-","0","変化","false","false"
"3-513","ハロウィン","7","-","-","20","100","0","変化","false","true"
"3-514","バークアウト","16","55","110","15","95","0","特殊","false","true"
"3-515","ばかぢから","1","120","95","5","100","0","物理","true","true"
"3-516","ばくおんぱ","0","140","140","10","100","0","特殊","false","true"
"3-517","ばくれつパンチ","1","100","90","5","50","0","物理","true","true"
"3-518","バトンタッチ","0","-","-","40","-","0","変化","false","false"
"3-519","バブルこうせん","10","65","120","20","100","0","特殊","false","true"
"3-520","バレットパンチ","8","40","90","30","100","1","物理","true","true"
"3-521","パラボラチャージ","12","65","120","20","100","0","特殊","false","true"
"3-522","パワーウィップ","11","120","140","10","85","0","物理","true","true"
"3-523","パワーシェア","13","-","-","10","-","0","変化","false","true"
"3-524","パワージェム","5","80","130","20","100","0","特殊","false","true"
"3-525","パワースワップ","13","-","-","10","-","0","変化","false","true"
"3-526","パワートリック","13","-","-","10","-","0","変化","false","false"
"3-527","ヒートスタンプ","9","-","130","10","100","0","物理","true","true"
"3-528","ひかりのかべ","13","-","-","30","-","0","変化","false","false"
"3-529","ひっかく","0","40","90","35","100","0","物理","true","true"
"3-530","ひっくりかえす","16","-","-","20","-","0","変化","false","true"
"3-531","ひのこ","9","40","90","25","100","0","特殊","false","true"
"3-532","ビックリヘッド","9","150","150","5","100","0","特殊","false","true"
"3-533","びりびりちくちく","12","80","130","10","100","0","物理","true","true"
"3-534","ビルドアップ","1","-","-","20","-","0","変化","false","false"
"3-535","ファストガード","1","-","-","15","-","3","変化","false","false"
"3-536","ふいうち","16","70","120","5","100","1","物理","true","true"
"3-537","ふういん","13","-","-","10","-","0","変化","false","false"
"3-538","フェアリーロック","17","-","-","10","-","0","変化","false","false"
"3-539","フェイント","0","30","90","10","100","2","物理","false","false"
"3-540","フェザーダンス","2","-","-","15","100","0","変化","false","true"
"3-541","フォトンゲイザー","13","100","130","5","100","0","特殊","false","true"
"3-542","ふきとばし","0","-","-","20","-","-6","変化","false","false"
"3-543","ふくろだたき","16","-","100","10","100","0","物理","false","true"
"3-544","ふしょくガス","3","-","-","40","100","0","変化","false","true"
"3-545","ふぶき","14","110","140","5","70","0","特殊","false","true"
"3-546","ふみつけ","0","65","120","20","100","0","物理","true","true"
"3-547","フライングプレス","1","100","90","10","95","0","物理","true","true"
"3-548","フラフラダンス","0","-","-","20","100","0","変化","false","true"
"3-549","フラワーガード","17","-","-","10","-","0","変化","false","false"
"3-550","フラワーヒール","17","-","-","10","-","0","変化","false","true"
"3-551","フリーズドライ","14","70","120","20","100","0","特殊","false","true"
"3-552","フリーズボルト","14","140","140","5","90","0","物理","false","true"
"3-553","フルールカノン","17","130","140","5","90","0","特殊","false","true"
"3-554","ふるいたてる","0","-","-","30","-","0","変化","false","false"
"3-555","フレアドライブ","9","120","140","15","100","0","物理","true","true"
"3-556","ふんえん","9","80","130","15","100","0","特殊","false","true"
"3-557","ふんか","9","150","150","5","100","0","特殊","false","true"
"3-558","Vジェネレート","9","180","150","5","95","0","物理","true","true"
"3-559","ぶきみなじゅもん","13","80","130","5","100","0","特殊","false","true"
"3-560","ブラストバーン","9","150","150","5","90","0","特殊","false","true"
"3-561","ブリザードランス","14","130","140","5","100","0","物理","false","true"
"3-562","ブレイククロー","0","75","130","10","95","0","物理","true","true"
"3-563","ブレイズキック","9","85","130","10","90","0","物理","true","true"
"3-564","ブレイブバード","2","120","140","15","100","0","物理","true","true"
"3-565","ブロッキング","16","-","-","10","100","4","変化","false","false"
"3-566","ぶんまわす","16","60","110","20","100","0","物理","true","true"
"3-567","プラズマフィスト","12","100","130","15","100","0","物理","true","true"
"3-568","プリズムレーザー","13","160","150","10","100","0","特殊","false","true"
"3-569","プレゼント","0","-","100","15","90","0","物理","false","true"
"3-570","ヘドロウェーブ","3","95","90","10","100","0","特殊","false","true"
"3-571","ヘドロこうげき","3","65","85","20","100","0","特殊","false","true"
"3-572","ヘドロばくだん","3","90","90","10","100","0","特殊","false","true"
"3-573","ヘビーボンバー","8","-","130","10","100","0","物理","true","true"
"3-574","へびにらみ","0","-","-","30","100","0","変化","false","true"
"3-575","へんしん","0","-","-","10","-","0","変化","false","false"
"3-576","ベノムショック","3","65","85","10","100","0","特殊","false","true"
"3-577","ベノムトラップ","3","-","-","20","100","0","変化","false","true"
"3-578","ほうでん","12","80","130","15","100","0","特殊","false","true"
"3-579","ほえる","0","-","-","20","-","-6","変化","false","false"
"3-580","ほおばる","0","-","-","10","-","0","変化","false","false"
"3-581","ほしがる","0","60","110","25","100","0","物理","true","true"
"3-582","ほっぺすりすり","12","20","90","20","100","0","物理","true","true"
"3-583","ホネブーメラン","4","50","130","10","90","0","物理","false","true"
"3-584","ほのおのうず","9","35","90","15","85","0","特殊","false","true"
"3-585","ほのおのキバ","9","65","120","15","95","0","物理","true","true"
"3-586","ほのおのちかい","9","80","130","10","100","0","特殊","false","true"
"3-587","ほのおのパンチ","9","75","130","15","100","0","物理","true","true"
"3-588","ほのおのまい","9","80","130","10","100","0","特殊","false","true"
"3-589","ほのおのムチ","9","80","130","15","100","0","物理","true","true"
"3-590","ほろびのうた","0","-","-","5","-","0","変化","false","false"
"3-591","ボーンラッシュ","4","25","130","10","90","0","物理","false","true"
"3-592","ぼうぎょしれい","6","-","-","10","-","0","変化","false","false"
"3-593","ぼうふう","2","110","140","10","70","0","特殊","false","true"
"3-594","ボディパージ","8","-","-","15","-","0","変化","false","false"
"3-595","ボディプレス","1","80","90","10","100","0","物理","true","true"
"3-596","ボルテッカー","12","120","140","15","100","0","物理","true","true"
"3-597","ボルトチェンジ","12","70","120","20","100","0","特殊","false","true"
"3-598","ポイズンテール","3","50","75","25","100","0","物理","true","true"
"3-599","ポルターガイスト","7","110","140","5","90","0","物理","false","true"
"3-600","まきつく","0","15","90","20","90","0","物理","true","true"
"3-601","まきびし","4","-","-","20","-","0","変化","false","false"
"3-602","マグマストーム","9","100","130","5","75","0","特殊","false","true"
"3-603","マジカルシャイン","17","80","130","10","100","0","特殊","false","true"
"3-604","マジカルフレイム","9","75","130","10","100","0","特殊","false","true"
"3-605","マジカルリーフ","11","60","110","20","-","0","特殊","false","true"
"3-606","マジックコート","13","-","-","15","-","4","変化","false","false"
"3-607","マジックルーム","13","-","-","10","-","0","変化","false","false"
"3-608","マッドショット","4","55","110","15","95","0","特殊","false","true"
"3-609","マッハパンチ","1","40","70","30","100","1","物理","true","true"
"3-610","まとわりつく","6","20","90","20","100","0","特殊","true","true"
"3-611","まねっこ","0","-","-","20","-","0","変化","false","false"
"3-612","まほうのこな","13","-","-","20","100","0","変化","false","true"
"3-613","まもる","0","-","-","10","-","4","変化","false","false"
"3-614","まるくなる","0","-","-","40","-","0","変化","false","false"
"3-615","マルチアタック","0","120","95","10","100","0","物理","true","true"
"3-616","みかづきのまい","13","-","-","10","-","0","変化","false","false"
"3-617","みがわり","0","-","-","10","-","0","変化","false","false"
"3-618","みきり","1","-","-","5","-","4","変化","false","false"
"3-619","ミサイルばり","6","25","130","20","95","0","物理","false","true"
"3-620","ミストバースト","17","100","130","5","100","0","特殊","false","true"
"3-621","ミストフィールド","17","-","-","10","-","0","変化","false","false"
"3-622","ミストボール","13","70","120","5","100","0","特殊","false","true"
"3-623","みずしゅりけん","10","15","90","20","100","1","特殊","false","true"
"3-624","みずでっぽう","10","40","90","25","100","0","特殊","false","true"
"3-625","みずのちかい","10","80","130","10","100","0","特殊","false","true"
"3-626","みずのはどう","10","60","110","20","100","0","特殊","false","true"
"3-627","みずびたし","10","-","-","20","100","0","変化","false","true"
"3-628","みだれづき","0","15","90","20","85","0","物理","true","true"
"3-629","みだれひっかき","0","18","100","15","80","0","物理","true","true"
"3-630","みちづれ","7","-","-","5","-","0","変化","false","false"
"3-631","みねうち","0","40","90","40","100","0","物理","true","true"
"3-632","ミラーコート","13","-","100","20","100","-5","特殊","false","true"
"3-633","ミラータイプ","0","-","-","15","-","0","変化","false","true"
"3-634","みらいよち","13","120","140","10","100","0","特殊","false","false"
"3-635","ミルクのみ","0","-","-","10","-","0","変化","false","false"
"3-636","ムーンフォース","17","95","130","15","100","0","特殊","false","true"
"3-637","ムゲンダイビーム","15","160","150","5","90","0","特殊","false","true"
"3-638","むしくい","6","60","110","20","100","0","物理","true","true"
"3-639","むしのさざめき","6","90","130","10","100","0","特殊","false","true"
"3-640","むしのていこう","6","50","100","20","100","0","特殊","false","true"
"3-641","めいそう","13","-","-","20","-","0","変化","false","false"
"3-642","メガトンキック","0","120","140","5","75","0","物理","true","true"
"3-643","メガトンパンチ","0","80","130","20","85","0","物理","true","true"
"3-644","メガドレイン","11","40","90","15","100","0","特殊","false","true"
"3-645","メガホーン","6","120","140","10","85","0","物理","true","true"
"3-646","メタルクロー","8","50","100","35","95","0","物理","true","true"
"3-647","メタルバースト","8","-","100","10","100","0","物理","false","true"
"3-648","メテオドライブ","8","100","130","5","100","0","物理","true","true"
"3-649","メテオビーム","5","120","140","10","90","0","特殊","false","true"
"3-650","メロメロ","0","-","-","15","100","0","変化","false","true"
"3-651","もえあがるいかり","16","90","130","10","100","0","特殊","false","true"
"3-652","もえつきる","9","130","140","5","100","0","特殊","false","true"
"3-653","ものまね","0","-","-","10","-","0","変化","false","true"
"3-654","もりののろい","11","-","-","20","100","0","変化","false","true"
"3-655","もろはのずつき","5","150","150","5","80","0","物理","true","true"
"3-656","やきつくす","9","60","110","15","100","0","特殊","false","true"
"3-657","やどりぎのタネ","11","-","-","10","90","0","変化","false","true"
"3-658","やまあらし","1","60","80","10","100","0","物理","true","true"
"3-659","ゆきなだれ","14","60","110","10","100","-4","物理","true","true"
"3-660","ゆびをふる","0","-","-","10","-","0","変化","false","false"
"3-661","ゆめくい","13","100","130","15","100","0","特殊","false","true"
"3-662","ようかいえき","3","40","70","30","100","0","特殊","false","true"
"3-663","ようせいのかぜ","17","40","90","30","100","0","特殊","false","true"
"3-664","らいげき","12","130","140","5","85","0","物理","true","true"
"3-665","ライジングボルト","12","70","140","20","100","0","特殊","false","true"
"3-666","らいめいげり","1","90","90","10","100","0","物理","true","true"
"3-667","ラスターカノン","8","80","130","10","100","0","特殊","false","true"
"3-668","ラスターパージ","13","70","120","5","100","0","特殊","false","true"
"3-669","リーフストーム","11","130","140","5","90","0","特殊","false","true"
"3-670","リーフブレード","11","90","130","15","100","0","物理","true","true"
"3-671","リサイクル","0","-","-","10","-","0","変化","false","false"
"3-672","リフレクター","13","-","-","20","-","0","変化","false","false"
"3-673","リベンジ","1","60","80","10","100","-4","物理","true","true"
"3-674","りゅうせいぐん","15","130","140","5","90","0","特殊","false","true"
"3-675","りゅうのいぶき","15","60","110","20","100","0","特殊","false","true"
"3-676","りゅうのはどう","15","85","130","10","100","0","特殊","false","true"
"3-677","りゅうのまい","15","-","-","20","-","0","変化","false","false"
"3-678","りんごさん","11","80","130","10","100","0","特殊","false","true"
"3-679","りんしょう","0","60","110","15","100","0","特殊","false","true"
"3-680","れいとうパンチ","14","75","130","15","100","0","物理","true","true"
"3-681","れいとうビーム","14","90","130","10","100","0","特殊","false","true"
"3-682","れんごく","9","100","130","5","50","0","特殊","false","true"
"3-683","れんぞくぎり","6","40","90","20","95","0","物理","true","true"
"3-684","ローキック","1","65","85","20","100","0","物理","true","true"
"3-685","ロケットずつき","0","130","140","10","100","0","物理","true","true"
"3-686","ロックオン","0","-","-","5","-","0","変化","false","true"
"3-687","ロックカット","5","-","-","20","-","0","変化","false","false"
"3-688","ロックブラスト","5","25","130","10","90","0","物理","false","true"
"3-689","ワイドガード","5","-","-","10","-","3","変化","false","false"
"3-690","ワイドフォース","13","80","130","10","100","0","特殊","false","true"
"3-691","ワイドブレイカー","15","60","110","15","100","0","物理","true","true"
"3-692","ワイルドボルト","12","90","130","15","100","0","物理","true","true"
"3-693","わたほうし","11","-","-","40","100","0","変化","false","true"
"3-694","わるあがき","0","50","1","1","-","0","物理","true","true"
"3-695","わるだくみ","16","-","-","20","-","0","変化","false","false"
"3-696","ワンダースチーム","17","90","130","10","95","0","特殊","false","true"
"3-697","ワンダールーム","13","-","-","10","-","0","変化","false","false"
